OPID_BENCH,ind_name
44014_19577,"Clear mode specific cost reporting made available for tram, trolleybus, and bus operations within GSP"
44014_19578,GSP will develop a Strategic Organisational Plan
44014_19579,The Strategic Organisational Plan is implemented approved in a form and substance satisfactory to the Bank
44014_19580,A minimum 10 per cent reduction of operational cost per passenger-km for bus operations is achieved versus the 2011 baseline
44014_19581,"Non-core assets are divested, leased out or transferred to the other Municipal entities in line with Strategic Organisational Plan"
44014_19582,"Non-core staff, as determined by the Strategic Organisational Plan, is retrained and re-assigned, and their functions out-sourced to the private sector o transferred to other departments of the City"
44014_19583,"All GSP staff currently involved in ticketing sales and inspection are re-trained and re-assigned within the Company, transferred to the other City companies or departments, or an alternative plan is proposed in accordance with the Strategic Organisational Plan"
44014_19584,GSP is transformed into a Holding Company (or equivalent) as a result of the approval of the Strategic Organisational Plan
44014_19585,"Mode specific PSCs signed for tram, trolleybus, and bus operations within GSP"
44014_19586,PSCs signed for each mode based in km price service payments in line the principles of the PSCs signed with private operators in Belgrade
44014_19587,"The urban bus carbon reduction Project Design Document (""PDD"") as a CDM PoA completed for Serbia, and using the Belgrade project as a first CDM Programme Activity (""CPA"")"
44014_19588,"The identification, development and training of a Coordinating Management Entity (CME), as required under the PoA"
44014_19589,The PoA and first CPA are validated by accredited validators
44014_19590,The letter of Approval of the PoA by the Designated National Authority in Serbia or another applicable carbon governing body
44014_19591,The Bank will assist in identifying potential carbon credit buyers and achieve the signing of the carbon monetisation transaction
44040_19418,"Implementation of the ESAP, including development of Action plan to address EHS issues; HS management systems compliant with ISO 14001 and OHSAS 18001 standards; and takeholder engagement plan"
44040_19419,"Generation of at least additional 60 GWh per annum compared to the baseline, resulting in avoided CO2 emissions of 28,500 TCO2e."
44040_19420,Additional available capacity of at least 47 MW.
44040_19421,Full recognition of the Project investments in IEC's regulated asset base.
44040_19422,Incorporation of the Project investment costs into IEC's wholesale and the end-user tariffs.
44057_20016,Unqualified IFRS accounts for FY 2015 onwards
44057_20017,Successful implementation of the pilot project
44057_20018,"Definition of set of requirements applicable to all key parties, distribution companies, regulation authorities and developers"
44057_20019,Successful implementation of the TC study recommendations 
44057_20020,"Access to electricity for approximately 40,000 households"
44057_20021,"Adoption of programme-wide environmental, health and safety management systems in accordance with the ESAP"
44075_19164,Training of selected AG staff on GRI reporting standards
44075_19165,Publish the Sustainability Report in line with GRI Application Level C+
44075_19166,Obtain ISO 14001 certification across AG's operations
44075_19167,Implement an Energy Management System at plants at Group level
44075_19168,Complete a gap analysis for obtaining ISO 50001 certification across AG's operations
44075_19169,Implement the Energy Efficiency Investment Programme
44109_23043,Disbursement of the LCY portion of the loan
44109_23044,Increase the amount of MSME loan portfolio(USD 221.1m as of H1 2012) to USD 250m and to USD 275m
44109_23045,Increase in MSME lending in local currency(USD 41.2m as of H1 2012) to USD 50m and to USD 60m
44109_23046,Maintain proportion of MSME loans with maturity longer than 1 year in total portfolio at 80% (81.3% as of H1 2012)
44109_23047,Increase in the amount of MSME portfolio in regional centres according to schedule: VITEBSK from USD 5.6m to USD 10m; GOMEL from USD 10m to USD 15m
44109_23048,At least 3 MSME outlets to be opened in regional towns with a population of less than 100 thousand
44109_23049,FX risk disclosure with examples of the impact of 50% devaluation on repayments to be shared with and counter-signed by borrowers and added to the sub-loan documentation.
44123_28623,SME loan portfolio to grow by at least 7% from RSD 132 billion as of H1 2012
44123_28624,The amount of SME loans with tenor of at least 3.5 years in BIB?s portfolio to increase by at least EUR 30 million from EUR 547 million as of H1 2012
44123_28625,Lending from the proceeds of the Loan to SMEs located outside Belgrade to account for at least 60% out of which to SMEs in the regional centre Uzice at least 15% and to SMEs in the regional centre Nis at least 10% of total sub-loans financed
44123_28626,PAR > 90 not to exceed 5% of Local loan portfolio (as of H1 2012 PAR > 90 is 10.3% on the whole portfolio)
44144_19533,Successful completion of balance sheet restructuring
44144_19534,Achieve pofitability (profits after tax)
44144_19535,Increased transhipment volumes to at least 600.000 tons of cargo and 15.000 TEU containers
44144_19536,Completion of the mixed-gauge rail terminal
44144_19537,Appointment of energy efficiency manager
44144_19538,Adoption of energy efficiency management system
44144_19539,Obtain ISO 50.001 certification
44144_19540,Development and disclosure of indicators for monitoring carbon footprint and impact of land access terminal
44182_24314,Increase in Axereal's modern grain silos capacity in Serbia from current zero to 60kt
44182_24315,Increase silos access to third parties from current zero to ca. 10% of newly acquired silo capacity in Serbia
44182_24317,Increase the number of farmers the company works with from current 90 in Serbia to 250
44182_24318,Increase pre-financing to farmers from current EUR4 million to EUR 13 million across all CEE/SEE countries
44182_24319,Increase pre-financing to farmers from current EUR 0.7 million to EUR5 million in Serbia
44182_24320,In Serbia: Higher % increase yields for Axereal farmers compared to % increase of national yields average
44182_24321,"Increase in number of farmers trained by 50 annually (from 10 currently) across all countries, of which 25 in Serbia (currently zero)."
44182_24322,At least one off site training p.a. (from zero currently) for farmers in Romania and Serbia
_,
_,
_,
_,
_,
_,
44199_21945,Unqualified financial statements and statement of compliance with the financial ratios specified in the Loan Agreement
